,0
288,0.0028399999999999537
289,0.00283000000000011
290,0.0026200000000000667
291,0.0019000000000000128
292,0.0021999999999999797
293,0.00266999999999995
294,0.0017499999999999183
295,0.0034600000000000186
296,0.0015300000000000313
297,0.0025800000000000267
298,0.0027999999999999137
299,0.0043599999999999195
300,0.0018700000000000383
301,0.0013900000000000023
302,0.0011799999999999589
303,0.0033199999999999896
304,0.0011900000000000244
305,0.0007900000000000684
306,0.0017199999999999438
307,0.00275000000000003
308,0.0017700000000000493
309,0.0044999999999999485
310,0.005440000000000111
311,0.0024200000000000887
312,0.002950000000000008
313,0.0034400000000001096
314,0.0023900000000001143
315,0.0013600000000000279
316,0.0013600000000000279
317,0.0022500000000000853
318,0.0013399999999998968
319,0.002909999999999968
320,0.0018199999999999328
321,0.0015099999999999003
322,0.0019400000000000528
323,0.0023999999999999577
324,0.0012799999999999478
325,0.0024999999999999467
326,0.0024999999999999467
327,0.0012300000000000644
328,0.0021899999999999142
329,0.0022100000000000453
330,0.0016799999999999038
331,0.0012600000000000389
332,0.0020000000000000018
333,0.0027199999999998337
334,0.0015699999999998493
335,0.0022199999999998887
336,0.003029999999999866
337,0.004629999999999912
338,0.0014999999999998348
339,0.003249999999999975
340,0.0014999999999998348
341,0.003369999999999873
342,0.0038199999999999346
343,0.003049999999999997
344,0.0032599999999998186
345,0.003290000000000015
346,0.00378999999999996
347,0.002990000000000048
348,0.0024500000000000632
349,0.004899999999999904
350,0.0029999999999998916
351,0.003689999999999971
352,0.00270999999999999
353,0.0030799999999999716
354,0.0040999999999999925
355,0.003409999999999913
356,0.0035799999999999166
357,0.0024999999999999467
358,0.002349999999999852
359,0.0019799999999998708
360,0.0019899999999999363
361,0.0028399999999999537
362,0.0033999999999998476
363,0.0005199999999998539
364,0.0012499999999999734
365,0.0010799999999999699
366,0.0015099999999999003
367,0.0024699999999999722
368,0.0020899999999999253
369,0.0018499999999999073
370,0.003209999999999935
371,0.0016199999999999548
372,0.0016400000000000858
373,0.0030799999999999716
374,0.0025999999999999357
375,0.003049999999999997
376,0.0021100000000000563
377,0.003049999999999997
378,0.000660000000000105
379,0.005130000000000079
380,0.0024999999999999467
381,0.002950000000000008
382,0.004590000000000094
383,0.0027200000000000557
384,0.0036199999999999566
385,0.003069999999999906
386,0.0031000000000001027
387,0.005880000000000107
388,0.0017199999999999438
389,0.005570000000000075
390,0.004930000000000101
391,0.0037399999999998546
392,0.0016299999999997983
393,0.003689999999999971
394,0.003210000000000157
395,0.002989999999999826
396,0.00287000000000015
397,0.0031799999999999606
398,0.002769999999999939
399,0.003509999999999902
400,0.0020499999999998852
401,0.002569999999999961
402,0.0022900000000001253
403,0.0019299999999999873
404,0.0014199999999999768
405,0.0019199999999999218
406,0.0012699999999998823
407,0.0023400000000000087
408,0.00275000000000003
409,0.0035000000000000586
410,0.0004999999999999449
411,0.002950000000000008
412,0.0017899999999999583
413,0.003730000000000011
414,0.0022400000000000198
415,0.0035799999999999166
416,0.002869999999999928
417,0.003449999999999953
418,0.002890000000000059
419,0.0022699999999999942
420,0.0028199999999998226
421,0.0009199999999998099
422,0.0013900000000000023
423,0.003449999999999953
424,0.00270999999999999
425,0.0015699999999998493
426,0.0031200000000000117
427,0.0020299999999999763
428,0.002889999999999837
429,0.0013799999999999368
430,0.003149999999999986
431,0.0008599999999998609
432,0.002610000000000001
433,0.0007399999999999629
434,0.0014499999999999513
435,0.0009099999999999664
436,0.0029799999999999827
437,0.003030000000000088
438,0.0029799999999999827
439,0.0011900000000000244
440,0.004089999999999927
441,0.0017300000000000093
442,0.0023999999999999577
443,0.0022200000000001108
444,0.002610000000000001
445,0.0005699999999999594
446,0.0035000000000000586
447,0.004289999999999905
448,0.004050000000000109
449,0.00550000000000006
450,0.0025399999999999867
451,0.0024599999999999067
452,0.00649999999999995
453,0.0004999999999999449
454,0.006040000000000045
455,0.0016000000000000458
456,0.003970000000000029
457,0.0029200000000000337
458,0.002569999999999961
459,0.0022599999999999287
460,0.003290000000000015
461,0.003670000000000062
462,0.0024800000000000377
463,0.0020899999999999253
464,0.0019000000000000128
465,0.0015600000000000058
466,0.001980000000000093
467,0.0010699999999999044
468,0.0016400000000000858
469,0.0010799999999999699
470,0.0019899999999999363
471,0.0013700000000000934
472,0.0012600000000000389
473,0.0019700000000000273
474,0.002650000000000041
475,0.004469999999999974
476,0.0026200000000000667
477,0.0045399999999999885
478,0.0039199999999999235
479,0.0033600000000000296
480,0.00550000000000006
481,0.0033799999999999386
482,0.002990000000000048
483,0.0041199999999999015
484,0.0023199999999998777
485,0.0018599999999999728
486,0.0015399999999998748
487,0.00262999999999991
488,0.0015799999999999148
489,0.0042599999999999305
490,0.0026599999999998847
491,0.006000000000000005
492,0.0040199999999999125
493,0.0039000000000000146
494,0.0031799999999999606
495,0.0024100000000000232
496,0.0024699999999999722
497,0.0020000000000000018
498,0.0015000000000000568
499,0.0024699999999999722
500,0.0010099999999999554
501,0.0036000000000000476
502,0.0023299999999999432
503,0.003009999999999957
504,0.0014300000000000423
505,0.0018599999999999728
506,0.0018800000000001038
507,0.0012499999999999734
508,0.004310000000000036
509,0.0021599999999999397
510,0.00262999999999991
511,0.0009600000000000719
512,0.0013199999999999878
513,0.0010399999999999299
514,0.002389999999999892
515,0.0042200000000001125
516,0.0021400000000000308
517,0.004890000000000061
518,0.0006999999999999229
519,0.0039199999999999235
520,0.003109999999999946
521,0.002569999999999961
522,0.0010799999999999699
523,0.0017000000000000348
524,0.0021399999999998087
525,0.0032599999999998186
526,0.0016299999999997983
527,0.00478999999999985
528,0.002909999999999968
529,0.004709999999999992
530,0.0022899999999999032
531,0.0022399999999997977
532,0.0025399999999999867
533,0.002769999999999939
534,0.0029799999999999827
535,0.0009299999999998754
536,0.00262999999999991
537,0.0014999999999998348
538,0.003089999999999815
539,0.0004999999999999449
540,0.0030999999999998806
541,0.0037799999999998946
542,0.0030200000000000227
543,0.003630000000000022
544,0.004129999999999967
545,0.0011699999999998933
546,0.0040800000000000836
547,0.003069999999999906
548,0.0041800000000000725
549,0.0012300000000000644
550,0.0024900000000001032
551,0.003090000000000037
552,0.0023599999999999177
553,0.0035000000000000586
554,0.0021100000000000563
555,0.0004999999999999449
556,0.002909999999999968
557,0.0015099999999999003
558,0.0043800000000000505
559,0.0022699999999999942
560,0.003249999999999975
561,0.005390000000000006
562,0.006289999999999907
563,0.009500000000000064
564,0.00649999999999995
565,0.00550000000000006
566,0.005670000000000064
567,0.007500000000000062
568,0.005260000000000042
569,0.009500000000000064
570,0.003530000000000033
571,0.0004999999999999449
572,0.0033199999999999896
573,0.0015000000000000568
574,0.003330000000000055
575,0.00266999999999995
576,0.0041999999999999815
577,0.002610000000000001
578,0.0014600000000000168
579,0.005570000000000075
580,0.0021999999999999797
581,0.002990000000000048
582,0.002969999999999917
583,0.00649999999999995
584,0.0034599999999997966
585,0.0028399999999999537
586,0.0043799999999998285
587,0.0039999999999997815
588,0.0006999999999999229
589,0.0017499999999999183
590,0.0018399999999998418
591,0.0022899999999999032
592,0.0015199999999999658
593,0.0023399999999997867
594,0.0017999999999998018
595,0.0017999999999998018
596,0.004029999999999978
597,0.0030200000000000227
598,0.0021700000000000053
599,0.0028200000000000447
600,0.0021199999999998997
601,0.0032000000000000917
602,0.003609999999999891
603,0.0026599999999998847
604,0.0036599999999999966
605,0.0014899999999999913
606,0.00378999999999996
607,0.0009299999999998754
608,0.003689999999999971
609,0.004149999999999876
610,0.0039199999999999235
611,0.0025999999999999357
612,0.0022999999999999687
613,0.002489999999999881
614,0.0020899999999999253
615,0.0007799999999997809
616,0.0020000000000000018
617,0.0007899999999998464
618,0.0026199999999998447
619,0.003570000000000073
620,0.0020799999999998597
621,0.0018899999999999473
622,0.0020699999999997942
623,0.0025399999999999867
624,0.0027199999999998337
625,0.0037000000000000366
626,0.001980000000000093
627,0.0018599999999999728
628,0.0011799999999999589
629,0.0004999999999999449
630,0.0024800000000000377
631,0.0004999999999999449
632,0.002080000000000082
633,0.0029200000000000337
634,0.0015000000000000568
635,0.0024199999999998667
636,0.003049999999999997
637,0.0027200000000000557
638,0.0017599999999999838
639,0.0024900000000001032
640,0.0024900000000001032
641,0.0015600000000000058
642,0.0027800000000000047
643,0.0038800000000001056
644,0.0024599999999999067
645,0.0018800000000001038
646,0.0016599999999999948
647,0.0021100000000000563
648,0.0031600000000000517
649,0.0012799999999999478
650,0.003649999999999931
651,0.0023500000000000743
652,0.0021400000000000308
653,0.0024799999999998157
654,0.0023699999999999832
655,0.0044999999999999485
656,0.0023400000000000087
657,0.0019700000000000273
658,0.0025900000000000922
659,0.003649999999999931
660,0.0019599999999999618
661,0.0020100000000000673
662,0.0032799999999999496
663,0.00378999999999996
664,0.0030199999999998006
665,0.002349999999999852
666,0.0010799999999999699
667,0.0028399999999999537
668,0.0014999999999998348
669,0.0013799999999999368
670,0.0021999999999999797
671,0.0040799999999998615
672,0.009499999999999842
673,0.005779999999999896
674,0.0014999999999998348
675,0.0038799999999998835
676,0.0018699999999998163
677,0.0022199999999998887
678,0.0006899999999998574
679,0.0016499999999999293
680,0.0030399999999999316
681,0.0019499999999998963
682,0.0047399999999999665
683,0.0035399999999998766
684,0.0014999999999998348
685,0.005499999999999838
686,0.0004999999999999449
687,0.002849999999999797
688,0.004129999999999967
689,0.0040199999999999125
690,0.003190000000000026
691,0.0040999999999999925
692,0.0010899999999998133
693,0.0033799999999999386
694,0.0023800000000000487
695,0.00649999999999995
696,0.002869999999999928
697,0.00602999999999998
698,0.0015000000000000568
699,0.0041800000000000725
700,0.0009799999999999809
